"hrgcode","hrg","trim.el","trim.nel","nelshortst","perc.nelshortst","tariff.op","tariff.dcel","tariff.dc","tariff.el","tariff.nel","tariff.overtrim","tariff.nelshortst"
"HN63A","Major Elbow Procedures for Non-Trauma with CC Score 2+",5,40,"No","-",0,3983,0,0,3983,227,0
"HN63B","Major Elbow Procedures for Non-Trauma with CC Score 0-1",5,5,"No","-",0,3540,0,0,3540,227,0
"HN64A","Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 2+",5,33,"No","-",0,2314,0,0,2314,227,0
"HN64B","Intermediate Elbow Procedures for Non-Trauma, 19 years and over, with CC Score 0-1",5,8,"No","-",0,2478,0,0,2478,227,0
"HN64C","Intermediate Elbow Procedures for Non-Trauma, between 6 and 18 years",5,5,"No","-",0,2478,0,0,2478,385,0
"HN64D","Intermediate Elbow Procedures for Non-Trauma, 5 years and under",5,5,"No","-",0,2478,0,0,2478,385,0
"HN65Z","Minor Elbow Procedures for Non-Trauma",5,5,"No","-",0,1086,0,0,1086,227,0
"HN66Z","Minimal Elbow Procedures",5,5,"No","-",112,478,0,0,478,227,0
"HN80A","Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 9+",180,180,"No","-",0,21803,0,0,21803,227,0
"HN80B","Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 6-8",64,122,"No","-",0,15402,0,0,15402,227,0
"HN80C","Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 3-5",40,76,"No","-",0,11906,0,0,11906,227,0
"HN80D","Very Complex, Hip or Knee Procedures for Non-Trauma, with CC score 0-2",24,56,"No","-",0,9355,0,0,9355,227,0
"HN81A","Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 9+",90,126,"No","-",0,14506,0,0,14506,227,0
"HN81B","Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 6-8",39,76,"No","-",0,10266,0,0,10266,227,0
"HN81C","Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 4-5",20,62,"No","-",0,8269,0,0,8269,227,0
"HN81D","Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 2-3",14,44,"No","-",0,7261,0,0,7261,227,0
"HN81E","Complex, Hip or Knee Procedures for Non-Trauma, with CC Score 0-1",11,33,"No","-",0,6567,0,0,6567,227,0
"HN85Z","Very Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma",15,136,"No","-",0,7857,0,0,7857,227,0
"HN86A","Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 2+",11,53,"No","-",0,6735,0,0,6735,227,0
"HN86B","Complex, Foot, Hand, Shoulder or Elbow Procedures for Non-Trauma, with CC Score 0-1",5,16,"No","-",0,6207,0,0,6207,227,0
"HN93Z","Other Muscle, Tendon, Fascia or Ligament Procedures",5,22,"No","-",139,1506,0,0,1506,227,0
"HT12A","Very Major Hip Procedures for Trauma with CC Score 12+",90,98,"No","-",0,12851,0,0,12851,232,0
"HT12B","Very Major Hip Procedures for Trauma with CC Score 9-11",81,64,"No","-",0,9871,0,0,9871,232,0
"HT12C","Very Major Hip Procedures for Trauma with CC Score 6-8",48,51,"No","-",0,8091,0,0,8091,232,0
"HT12D","Very Major Hip Procedures for Trauma with CC Score 3-5",40,37,"No","-",0,6602,0,0,6602,232,0
"HT12E","Very Major Hip Procedures for Trauma with CC Score 0-2",20,25,"No","-",0,5654,0,0,5654,232,0
"HT13A","Major Hip Procedures for Trauma with CC 12+",106,104,"No","-",0,12618,0,0,12618,232,0
"HT13B","Major Hip Procedures for Trauma with CC 9-11",78,67,"No","-",0,9321,0,0,9321,232,0
"HT13C","Major Hip Procedures for Trauma with CC 6-8",69,54,"No","-",0,7133,0,0,7133,232,0
"HT13D","Major Hip Procedures for Trauma with CC 3-5",36,38,"No","-",0,6231,0,0,6231,232,0
"HT13E","Major Hip Procedures for Trauma with CC 0-2",8,25,"No","-",0,4590,0,0,4590,232,0
"HT14A","Intermediate Hip Procedures for Trauma with CC Score 4+",10,67,"No","-",0,8012,0,0,8012,232,0
"HT14B","Intermediate Hip Procedures for Trauma with CC Score 2-3",9,27,"No","-",0,4493,0,0,4493,232,0
"HT14C","Intermediate Hip Procedures for Trauma with CC Score 0-1",5,12,"No","-",0,3104,0,0,3104,232,0
"HT15Z","Minor Hip Procedures for Trauma",5,5,"No","-",0,1305,0,0,1305,232,0
"HT22A","Very Major Knee Procedures for Trauma with CC Score 4+",81,90,"No","-",0,10438,0,0,10438,232,0
"HT22B","Very Major Knee Procedures for Trauma with CC Score 2-3",20,44,"No","-",0,6523,0,0,6523,232,0
"HT22C","Very Major Knee Procedures for Trauma with CC Score 0-1",5,26,"No","-",0,5392,0,0,5392,232,0
"HT23A","Major Knee Procedures for Trauma, 19 years and over, with CC Score 4+",52,67,"No","-",0,6959,0,0,6959,232,0
"HT23B","Major Knee Procedures for Trauma, 19 years and over, with CC Score 2-3",15,34,"No","-",0,6140,0,0,6140,232,0
"HT23C","Major Knee Procedures for Trauma, 19 years and over, with CC Score 1",5,19,"No","-",0,4591,0,0,4591,232,0
"HT23D","Major Knee Procedures for Trauma, 19 years and over, with CC Score 0",5,15,"No","-",0,3757,0,0,3757,232,0
"HT23E","Major Knee Procedures for Trauma, 18 years and under",5,7,"No","-",0,3424,0,0,3424,395,0
"HT24A","Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 2+",5,55,"No","-",0,2522,0,0,2522,232,0
"HT24B","Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 1",5,17,"No","-",0,2088,0,0,2088,232,0
"HT24C","Intermediate Knee Procedures for Trauma, 19 years and over, with CC Score 0",5,9,"No","-",0,1653,0,0,1653,232,0
"HT24D","Intermediate Knee Procedures for Trauma, 18 years and under",5,6,"No","-",0,2247,0,0,2247,395,0
"HT25Z","Minor Knee Procedures for Trauma",5,5,"No","-",0,1305,0,0,1305,232,0
"HT32A","Very Major Foot Procedures for Trauma with CC Score 4+",19,65,"No","-",0,9418,0,0,9418,232,0
"HT32B","Very Major Foot Procedures for Trauma with CC Score 2-3",10,32,"No","-",0,5783,0,0,5783,232,0
"HT32C","Very Major Foot Procedures for Trauma with CC Score 0-1",5,17,"No","-",0,4121,0,0,4121,232,0
"HT33A","Major Foot Procedures for Trauma, 19 years and over, with CC Score 4+",29,63,"No","-",0,4175,0,0,4175,232,0
"HT33B","Major Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",6,26,"No","-",0,3566,0,0,3566,232,0
"HT33C","Major Foot Procedures for Trauma, 19 years and over, with CC Score 1",5,17,"No","-",0,3132,0,0,3132,232,0
"HT33D","Major Foot Procedures for Trauma, 19 years and over, with CC Score 0",5,10,"No","-",0,2696,0,0,2696,232,0
"HT33E","Major Foot Procedures for Trauma, 18 years and under",5,6,"No","-",0,2696,0,0,2696,395,0
"HT34A","Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 4+",23,57,"No","-",0,2696,0,0,2696,232,0
"HT34B","Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 2-3",5,23,"No","-",0,2348,0,0,2348,232,0
"HT34C","Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 1",5,15,"No","-",0,2001,0,0,2001,232,0
"HT34D","Intermediate Foot Procedures for Trauma, 19 years and over, with CC Score 0",5,9,"No","-",0,1890,0,0,1890,232,0
"HT34E","Intermediate Foot Procedures for Trauma, 18 years and under",5,5,"No","-",0,1890,0,0,1890,395,0
"HT35Z","Minor Foot Procedures for Trauma",5,5,"No","-",0,1305,0,0,1305,232,0
"HT42A","Very Major Hand Procedures for Trauma with CC Score 2+",5,16,"No","-",0,4262,0,0,4262,232,0
"HT42B","Very Major Hand Procedures for Trauma with CC Score 0-1",5,5,"No","-",0,3740,0,0,3740,232,0
"HT43A","Major Hand Procedures for Trauma, 19 years and over, with CC Score 4+",5,32,"No","-",0,2958,0,0,2958,232,0
"HT43B","Major Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",5,6,"No","-",0,2784,0,0,2784,232,0
"HT43C","Major Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",5,5,"No","-",0,2610,0,0,2610,232,0
"HT43D","Major Hand Procedures for Trauma, between 6 and 18 years",5,5,"No","-",0,2610,0,0,2610,395,0
"HT43E","Major Hand Procedures for Trauma, 5 years and under",5,5,"No","-",0,2610,0,0,2610,395,0
"HT44A","Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 4+",5,34,"No","-",0,2001,0,0,2001,232,0
"HT44B","Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 2-3",5,5,"No","-",0,1827,0,0,1827,232,0
"HT44C","Intermediate Hand Procedures for Trauma, 19 years and over, with CC Score 0-1",5,5,"No","-",0,1653,0,0,1653,232,0
"HT44D","Intermediate Hand Procedures for Trauma, between 6 and 18 years",5,5,"No","-",0,1653,0,0,1653,395,0
"HT44E","Intermediate Hand Procedures for Trauma, 5 years and under",5,5,"No","-",0,1653,0,0,1653,395,0
"HT45Z","Minor Hand Procedures for Trauma",5,5,"No","-",0,1305,0,0,1305,232,0
"HT52A","Very Major Shoulder Procedures for Trauma with CC Score 4+",20,57,"No","-",0,5219,0,0,5219,232,0
"HT52B","Very Major Shoulder Procedures for Trauma with CC Score 2-3",9,29,"No","-",0,4436,0,0,4436,232,0
"HT52C","Very Major Shoulder Procedures for Trauma with CC Score 0-1",5,15,"No","-",0,3915,0,0,3915,232,0
"HT53A","Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 4+",16,65,"No","-",0,4175,0,0,4175,232,0
"HT53B","Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 2-3",5,20,"No","-",0,3653,0,0,3653,232,0
"HT53C","Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 1",5,9,"No","-",0,3132,0,0,3132,232,0
"HT53D","Major Shoulder Procedures for Trauma, 19 years and over, with CC Score 0",5,5,"No","-",0,2786,0,0,2786,232,0
"HT53E","Major Shoulder Procedures for Trauma, 18 years and under",5,5,"No","-",0,2786,0,0,2786,232,0
"HT54A","Intermediate Shoulder Procedures for Trauma with CC Score 4+",12,43,"No","-",0,2786,0,0,2786,232,0
"HT54B","Intermediate Shoulder Procedures for Trauma with CC Score 2-3",5,9,"No","-",0,2348,0,0,2348,232,0
"HT54C","Intermediate Shoulder Procedures for Trauma with CC Score 1",5,5,"No","-",0,2001,0,0,2001,232,0
"HT54D","Intermediate Shoulder Procedures for Trauma with CC Score 0",5,5,"No","-",0,1888,0,0,1888,232,0
"HT55Z","Minor Shoulder Procedures for Trauma",5,5,"No","-",0,1305,0,0,1305,232,0
"HT62A","Very Major Elbow Procedures for Trauma with CC Score 2+",9,31,"No","-",0,5219,0,0,5219,232,0
"HT62B","Very Major Elbow Procedures for Trauma with CC score 0-1",5,9,"No","-",0,4001,0,0,4001,232,0
"HT63A","Major Elbow Procedures for Trauma, 19 years and over, with CC Score 4+",5,42,"No","-",0,4175,0,0,4175,232,0
"HT63B","Major Elbow Procedures for Trauma, 19 years and over, with CC Score 2-3",5,15,"No","-",0,3566,0,0,3566,232,0
"HT63C","Major Elbow Procedures for Trauma, 19 years and over, with CC Score 1",5,9,"No","-",0,3132,0,0,3132,232,0
"HT63D","Major Elbow Procedures for Trauma, 19 years and over, with CC Score 0",5,6,"No","-",0,2696,0,0,2696,232,0
"HT63E","Major Elbow Procedures for Trauma, between 6 and 18 years",5,5,"No","-",0,2696,0,0,2696,395,0
"HT63F","Major Elbow Procedures for Trauma, 5 years and under",5,5,"No","-",0,2696,0,0,2696,395,0
"HT64A","Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 1+",5,9,"No","-",0,2522,0,0,2522,232,0
"HT64B","Intermediate Elbow Procedures for Trauma, 19 years and over, with CC Score 0",5,5,"No","-",0,1890,0,0,1890,232,0
"HT64C","Intermediate Elbow Procedures for Trauma, between 6 and 18 years",5,5,"No","-",0,1890,0,0,1890,395,0
"HT64D","Intermediate Elbow Procedures for Trauma, 5 years and under",5,5,"No","-",0,1890,0,0,1890,395,0
"HT65Z","Minor Elbow Procedures for Trauma",5,5,"No","-",0,1305,0,0,1305,232,0
"HT81A","Complex, Hip or Knee Procedures for Trauma, with CC Score 12+",127,111,"No","-",0,14787,0,0,14787,232,0
"HT81B","Complex, Hip or Knee Procedures for Trauma, with CC Score 8-11",105,86,"No","-",0,13743,0,0,13743,232,0
"HT81C","Complex, Hip or Knee Procedures for Trauma, with CC Score 4-7",39,51,"No","-",0,10960,0,0,10960,232,0
"HT81D","Complex, Hip or Knee Procedures for Trauma, with CC Score 0-3",31,37,"No","-",0,9351,0,0,9351,232,0
"HT86A","Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 4+",25,60,"No","-",0,8628,0,0,8628,232,0
"HT86B","Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 2-3",11,29,"No","-",0,7219,0,0,7219,232,0
"HT86C","Complex, Foot, Hand, Shoulder or Elbow Procedures for Trauma, with CC Score 0-1",6,17,"No","-",0,6176,0,0,6176,232,0
"JA12D","Malignant Breast Disorders with Interventions, with CC Score 7+",52,52,"Yes","30%",0,6514,0,0,6514,230,1954
"JA12E","Malignant Breast Disorders with Interventions, with CC Score 3-6",15,29,"Yes","30%",0,3219,0,0,3786,230,1136
"JA12F","Malignant Breast Disorders with Interventions, with CC Score 0-2",6,19,"Yes","30%",0,2014,0,0,3072,230,922
"JA12G","Malignant Breast Disorders without Interventions, with CC Score 9+",18,33,"Yes","30%",0,2128,0,0,3864,230,1159
"JA12H","Malignant Breast Disorders without Interventions, with CC Score 6-8",18,18,"Yes","30%",0,1722,0,0,1722,230,517
"JA12J","Malignant Breast Disorders without Interventions, with CC Score 4-5",5,5,"Yes","30%",0,891,0,0,891,230,267
"JA12K","Malignant Breast Disorders without Interventions, with CC Score 2-3",5,5,"Yes","75%",0,500,0,0,500,230,375
"JA12L","Malignant Breast Disorders without Interventions, with CC Score 0-1",5,5,"No","-",0,401,0,0,401,230,0
"JA13A","Non-Malignant Breast Disorders with Interventions",8,8,"Yes","30%",0,2070,0,0,2070,230,621
"JA13B","Non-Malignant Breast Disorders without Interventions, with CC Score 4+",5,10,"Yes","50%",0,976,0,0,1616,230,808
"JA13C","Non-Malignant Breast Disorders without Interventions, with CC Score 0-3",5,5,"No","-",0,267,0,0,461,230,0
"JA20D","Unilateral Major Breast Procedures with CC Score 6+",5,30,"No","-",0,2740,0,0,4113,230,0
"JA20E","Unilateral Major Breast Procedures with CC Score 3-5",5,15,"No","-",0,2217,0,0,3060,230,0
"JA20F","Unilateral Major Breast Procedures with CC Score 0-2",5,11,"No","-",153,1957,0,0,2766,230,0
"JA21A","Bilateral Major Breast Procedures with CC Score 1+",5,17,"No","-",0,2927,0,0,3598,230,0
"JA21B","Bilateral Major Breast Procedures with CC Score 0",5,6,"No","-",0,2571,0,0,3061,230,0
"JA30Z","Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction",11,11,"No","-",0,4183,0,0,4183,230,0
"JA31Z","Bilateral Delayed Pedicled Myocutaneous Breast Reconstruction",11,8,"No","-",0,5058,0,0,5058,230,0
"JA32Z","Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction",9,11,"No","-",0,4971,0,0,4971,230,0
"JA33Z","Bilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction",10,20,"No","-",0,5619,0,0,5619,230,0
"JA34Z","Unilateral Delayed Free Perforator Flap Breast Reconstruction",10,10,"No","-",0,7499,0,0,7499,230,0
"JA35Z","Bilateral Delayed Free Perforator Flap Breast Reconstruction",13,13,"No","-",0,8874,0,0,8874,230,0
"JA36Z","Unilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction",10,10,"No","-",0,8615,0,0,8615,230,0
"JA37Z","Bilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction",13,13,"No","-",0,9594,0,0,9594,230,0
"JA38A","Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 5+",9,9,"No","-",0,3673,0,0,3673,230,0
"JA38B","Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 2-4",5,5,"No","-",0,2910,0,0,2910,230,0
"JA38C","Unilateral Major Breast Procedures with Lymph Node Clearance, with CC Score 0-1",5,5,"No","-",0,2738,0,0,2738,230,0
"JA39Z","Bilateral Major Breast Procedures with Lymph Node Clearance",9,9,"No","-",0,3968,0,0,3968,230,0
"JA40Z","Unilateral Therapeutic Mammoplasty",5,5,"No","-",0,2689,0,0,2689,230,0
"JA41Z","Bilateral Therapeutic Mammoplasty",5,5,"No","-",0,3814,0,0,3814,230,0
"JA42Z","Bilateral Intermediate Breast Procedures",5,18,"No","-",0,1397,0,0,2272,230,0
"JA43A","Unilateral Intermediate Breast Procedures with CC Score 3+",5,26,"No","-",0,1266,0,0,4066,230,0
"JA43B","Unilateral Intermediate Breast Procedures with CC Score 0-2",5,9,"No","-",130,1103,0,0,2127,230,0
"JA44Z","Bilateral Minor Breast Procedures",5,5,"No","-",324,723,0,0,1038,230,0
"JA45Z","Unilateral Minor Breast Procedures",5,5,"No","-",227,579,0,0,830,230,0
"JC40Z","Multiple Major Skin Procedures",5,71,"No","-",236,2092,0,0,13812,230,0
"JC41Z","Major Skin Procedures",5,47,"No","-",163,1674,0,0,7674,230,0
"JC42A","Intermediate Skin Procedures, 13 years and over",5,5,"No","-",120,824,0,0,900,230,0
"JC42B","Intermediate Skin Procedures, 12 years and under",5,5,"No","-",142,948,0,0,1003,230,0
"JC43A","Minor Skin Procedures, 13 years and over",5,5,"No","-",113,509,0,0,509,230,0
"JC43B","Minor Skin Procedures, 12 years and under",5,5,"No","-",120,769,0,0,783,230,0
"JC44Z","Complex Patch Tests",5,5,"No","-",135,135,0,0,350,230,0
"JC45A","Standard Patch Tests, 13 years and over",5,5,"No","-",135,135,0,0,142,230,0
"JC45B","Standard Patch Tests, 12 years and under",5,5,"No","-",135,135,0,0,142,230,0
"JC46Z","Photodynamic Therapy",5,5,"No","-",112,285,0,0,285,230,0
"JC47A","Phototherapy or Photochemotherapy, 13 years and over",5,5,"No","-",74,184,0,0,184,230,0
"JC47B","Phototherapy or Photochemotherapy, 12 years and under",5,5,"No","-",86,440,0,0,702,230,0
"JD07A","Skin Disorders with Interventions, with CC Score 12+",83,83,"Yes","30%",0,8906,0,0,8906,230,2672
"JD07B","Skin Disorders with Interventions, with CC Score 8-11",47,47,"Yes","30%",0,5625,0,0,5625,230,1688
"JD07C","Skin Disorders with Interventions, with CC Score 4-7",26,26,"Yes","30%",0,3535,0,0,3535,230,1060
"JD07D","Skin Disorders with Interventions, with CC Score 0-3",6,10,"Yes","30%",0,2020,0,0,2104,230,631
"JD07E","Skin Disorders without Interventions, with CC Score 19+",253,75,"Yes","30%",0,2159,0,0,7026,230,2108
"JD07F","Skin Disorders without Interventions, with CC Score 14-18",96,52,"No","-",0,2159,0,0,4686,230,0
"JD07G","Skin Disorders without Interventions, with CC Score 10-13",43,37,"Yes","30%",0,2159,0,0,3561,230,1068
"JD07H","Skin Disorders without Interventions, with CC Score 6-9",8,25,"No","-",0,682,0,0,2146,230,0
"JD07J","Skin Disorders without Interventions, with CC Score 2-5",5,13,"No","-",0,421,0,0,1165,230,0
"JD07K","Skin Disorders without Interventions, with CC Score 0-1",5,5,"No","-",0,421,0,0,580,230,0
"KA03C","Parathyroid Procedures with CC Score 2+",5,53,"No","-",0,2668,0,0,7281,215,0
"KA03D","Parathyroid Procedures with CC Score 0-1",5,21,"No","-",0,0,2146,1946,2235,215,0
"KA04A","Adrenal Procedures with CC Score 2+",17,48,"No","-",0,5358,0,0,6200,215,0
"KA04B","Adrenal Procedures with CC Score 0-1",11,25,"No","-",0,3893,0,0,3893,215,0
"KA05C","Anterior Pituitary Disorders with CC Score 2+",5,25,"Yes","30%",0,417,0,0,3514,215,1054
"KA05D","Anterior Pituitary Disorders with CC Score 0-1",5,11,"Yes","50%",0,361,0,0,1754,215,877
"KA06C","Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+",13,45,"Yes","30%",0,1756,0,0,4525,215,1358
"KA06D","Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3",5,21,"Yes","30%",0,968,0,0,2400,215,720
"KA06E","Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1",5,10,"Yes","50%",0,869,0,0,1453,215,727
"KA07A","Non-Surgical Thyroid Disorders with CC Score 4+",9,36,"Yes","30%",0,1225,0,0,3705,215,1112
"KA07B","Non-Surgical Thyroid Disorders with CC Score 2-3",5,11,"Yes","50%",0,421,0,0,1689,215,845
"KA07C","Non-Surgical Thyroid Disorders with CC Score 0-1",5,5,"No","-",0,306,0,0,630,215,0
"KA08A","Other Endocrine Disorders with CC Score 4+",5,27,"Yes","30%",0,536,0,0,2981,215,894
"KA08B","Other Endocrine Disorders with CC Score 2-3",5,9,"Yes","50%",0,488,0,0,1391,215,695
"KA08C","Other Endocrine Disorders with CC Score 0-1",5,5,"Yes","75%",0,388,0,0,821,215,615
"KA09C","Thyroid Procedures with CC Score 4+",11,73,"No","-",0,4096,0,0,8116,215,0
"KA09D","Thyroid Procedures with CC Score 2-3",6,37,"No","-",0,3191,0,0,4740,215,0
"KA09E","Thyroid Procedures with CC Score 0-1",5,16,"No","-",148,2443,0,0,2558,215,0
"KB01C","Diabetes with Hypoglycaemic Disorders, with CC Score 8+",30,30,"Yes","30%",0,3043,0,0,3043,215,913
"KB01D","Diabetes with Hypoglycaemic Disorders, with CC Score 5-7",11,11,"Yes","50%",0,1544,0,0,1544,215,772
"KB01E","Diabetes with Hypoglycaemic Disorders, with CC Score 3-4",9,8,"Yes","75%",0,875,0,0,934,215,701
"KB01F","Diabetes with Hypoglycaemic Disorders, with CC Score 0-2",5,5,"No","-",0,371,0,0,480,215,0
"KB02G","Diabetes with Hyperglycaemic Disorders, with CC Score 8+",33,34,"Yes","30%",0,2787,0,0,3508,215,1052
"KB02H","Diabetes with Hyperglycaemic Disorders, with CC Score 5-7",10,15,"Yes","30%",0,622,0,0,1932,215,579
"KB02J","Diabetes with Hyperglycaemic Disorders, with CC Score 2-4",5,9,"Yes","50%",0,369,0,0,1239,215,620
"KB02K","Diabetes with Hyperglycaemic Disorders, with CC Score 0-1",5,5,"Yes","75%",0,270,0,0,707,215,530
"KB03C","Diabetes with Lower Limb Complications, with CC Score 9+",64,49,"Yes","30%",0,4590,0,0,4909,215,1473
"KB03D","Diabetes with Lower Limb Complications, with CC Score 5-8",25,23,"Yes","30%",0,1973,0,0,2768,215,830
"KB03E","Diabetes with Lower Limb Complications, with CC Score 0-4",8,16,"Yes","30%",0,753,0,0,2064,215,619
"KB04Z","Continuous Subcutaneous Insulin Infusion",5,9,"No","-",234,436,0,0,1647,215,0
"KC04A","Inborn Errors of Metabolism with CC Score 3+",5,26,"Yes","30%",0,298,0,0,3114,215,934
"KC04B","Inborn Errors of Metabolism with CC Score 0-2",5,5,"Yes","75%",0,195,0,0,692,215,519
"KC05G","Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+",47,47,"Yes","30%",0,5103,0,0,5103,215,1531
"KC05H","Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4",22,22,"Yes","30%",0,2626,0,0,2626,215,788
"KC05J","Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+",26,37,"Yes","30%",0,2520,0,0,3625,215,1088
"KC05K","Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9",5,22,"Yes","30%",0,560,0,0,2457,215,737
"KC05L","Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6",5,14,"Yes","30%",0,357,0,0,1856,215,557
"KC05M","Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3",5,8,"Yes","50%",0,285,0,0,1212,215,606
"KC05N","Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1",5,5,"Yes","75%",0,273,0,0,686,215,515
"LA04H","Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+",110,94,"Yes","30%",0,8422,0,0,9149,216,2745
"LA04J","Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11",82,65,"Yes","30%",0,5836,0,0,6507,216,1952
"LA04K","Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8",46,46,"Yes","30%",0,4800,0,0,4800,216,1440
"LA04L","Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5",30,30,"Yes","30%",0,3406,0,0,3406,216,1022
"LA04M","Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2",18,18,"Yes","30%",0,2261,0,0,2261,216,678
"LA04N","Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+",75,75,"Yes","30%",0,6490,0,0,6490,216,1947
"LA04P","Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12",46,46,"Yes","30%",0,4313,0,0,4313,216,1294
"LA04Q","Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7",34,28,"No","-",0,2605,0,0,2500,216,0
"LA04R","Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3",18,16,"No","-",0,1316,0,0,1504,216,0
"LA04S","Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1",5,8,"No","-",0,464,0,0,861,216,0
"LA05Z","Renal Replacement Peritoneal Dialysis Associated Procedures",5,5,"No","-",0,1046,0,0,1046,216,0
"LA07H","Acute Kidney Injury with Interventions, with CC Score 11+",75,75,"Yes","30%",0,7921,0,0,7921,216,2376
"LA07J","Acute Kidney Injury with Interventions, with CC Score 6-10",43,43,"Yes","30%",0,5269,0,0,5269,216,1581
"LA07K","Acute Kidney Injury with Interventions, with CC Score 0-5",21,28,"Yes","30%",0,3349,0,0,3594,216,1078
"LA07L","Acute Kidney Injury without Interventions, with CC Score 12+",56,56,"Yes","30%",0,5161,0,0,5161,216,1548
"LA07M","Acute Kidney Injury without Interventions, with CC Score 8-11",38,35,"Yes","30%",0,3364,0,0,3576,216,1073
"LA07N","Acute Kidney Injury without Interventions, with CC Score 4-7",21,23,"Yes","30%",0,2169,0,0,2536,216,761
"LA07P","Acute Kidney Injury without Interventions, with CC Score 0-3",5,14,"Yes","30%",0,774,0,0,1817,216,545
"LA08G","Chronic Kidney Disease with Interventions, with CC Score 6+",46,64,"Yes","30%",0,7313,0,0,8820,216,2646
"LA08H","Chronic Kidney Disease with Interventions, with CC Score 3-5",11,30,"Yes","30%",0,3594,0,0,5029,216,1509
"LA08J","Chronic Kidney Disease with Interventions, with CC Score 0-2",7,19,"Yes","30%",0,2727,0,0,3346,216,1004
"LA08K","Chronic Kidney Disease without Interventions, with CC Score 11+",57,57,"Yes","30%",0,7322,0,0,7322,216,2197
"LA08L","Chronic Kidney Disease without Interventions, with CC Score 8-10",37,37,"Yes","30%",0,4488,0,0,4488,216,1346
"LA08M","Chronic Kidney Disease without Interventions, with CC Score 5-7",13,25,"Yes","30%",0,1983,0,0,3596,216,1079
"LA08N","Chronic Kidney Disease without Interventions, with CC Score 3-4",5,16,"Yes","30%",0,927,0,0,2678,216,803
"LA08P","Chronic Kidney Disease without Interventions, with CC Score 0-2",5,10,"Yes","30%",0,927,0,0,2099,216,630
"LA09J","General Renal Disorders with Interventions, with CC Score 6+",51,55,"No","-",0,5900,0,0,6841,216,0
"LA09K","General Renal Disorders with Interventions, with CC Score 3-5",15,28,"No","-",0,2909,0,0,4090,216,0
"LA09L","General Renal Disorders with Interventions, with CC Score 0-2",10,13,"No","-",0,2313,0,0,2589,216,0
"LA09M","General Renal Disorders without Interventions, with CC Score 9+",97,39,"No","-",0,1951,0,0,4078,216,0
"LA09N","General Renal Disorders without Interventions, with CC Score 6-8",8,24,"No","-",0,1232,0,0,2552,216,0
"LA09P","General Renal Disorders without Interventions, with CC Score 3-5",5,15,"No","-",0,418,0,0,1602,216,0
